time,index,maxHeight,minWeight,bananaProcMethod,dir,included.participants,exporter.version,absTime,hash
2021-08-16 22:43:50,5,190,60,AutoClassification,analyses/analysis_5_heightSE190_weightLE60_b2870e3f,A001;A003;A004;A008;A009;A010;A011;A014;A015;A018;A019;A021;A022;A023;A025;A027;A029;A030;A031;A032;A033;A038;A041;A042;A044;A045;A047;A049;A054;A058;A059;A060;A061;A065;A067;A069;A071;A072;A073;A074;A075;A076;A077;A078;A079;A080;A081;A084;A087;A089;A091;A092;A093;A095;A099;A100,V1.0,1629125030516.764,b2870e3f
